product_code,product_name
15253352,삼성전자 DDR3-1600 ECC/REG 중고 (16GB)
1530917,삼성전자 DDR3-1600 방열판 (4GB)
15414239,ANACOMDA DDR4-3200 CL22 디앤디컴 (16GB)
15446396,트랜센드 DDR4-3200 CL22 (4GB)
15481538,삼성전자 노트북 DDR4-2400 중고 (8GB)
15545345,타무즈 DDR4-3200 CL22 (4GB)
15577976,SK하이닉스 DDR4-3200 중고 (8GB)
15578048,삼성전자 DDR4-3200 중고 (8GB)
15598841,ADATA DDR5-5200 CL38 LANCER 블랙 패키지 (32GB(16Gx2))
15627671,마이크론 Crucial DDR5-4800 CL40 패키지 (16GB(8Gx2))
15630920,GeIL DDR5-5600 CL38 POLARIS RGB White 패키지 (32GB(16Gx2))
15753614,삼성전자 DDR4-3200 ECC/REG (8GB)
15753674,삼성전자 DDR4-3200 ECC/REG (128GB)
15759071,삼성전자 DDR5-4800 (16GB)
15764342,삼성전자 DDR5-4800 (32GB)
15778361,SK하이닉스 노트북 DDR4-2133 중고 (8GB)
1577930,삼성전자 DDR3-1600 방열판 (2GB)
15798569,삼성전자 DDR4-2933 ECC/Unbuffered (16GB)
15798590,삼성전자 DDR4-2933 ECC/Unbuffered (32GB)
15860627,이메이션 DDR4-3200 CL22 (32GB)
15980393,G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB 패키지 (32GB(16Gx2))
15988694,마이크론 Crucial DDR5-4800 CL40 (8GB)
1601504,삼성전자 노트북 DDR3-1600 병행수입 (4GB)
16034945,TeamGroup T-Force DDR5-6000 CL38 Delta RGB 패키지 서린 (32GB(16Gx2))
16035029,TeamGroup T-Force DDR5-6400 CL40 Delta RGB 패키지 서린 (32GB(16Gx2))
16121639,SK하이닉스 노트북 DDR4-3200 중고 (8GB)
16126766,삼성전자 DDR4-3200 중고 (16GB)
16192424,G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 패키지 (32GB(16Gx2))
16192574,G.SKILL DDR5-6000 CL36 TRIDENT Z5 J 실버 패키지 (32GB(16Gx2))
16193474,G.SKILL DDR5-6000 CL36 TRIDENT Z5 RGB J 패키지 (32GB(16Gx2))
16239491,CORSAIR DDR5-5200 CL40 Dominator Platinum RGB 패키지 (64GB(32Gx2))
16272698,G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB J 패키지 (32GB(16Gx2))
1628188,삼성전자 노트북 DDR3-1333 병행수입 (1GB)
16316135,삼성전자 노트북 DDR4-2666 중고 (8GB)
16343636,마이크론 Crucial 노트북 DDR4-3200 CL22 (16GB)
16344323,PNY XLR8 DDR5-6000 CL36 MAKO (16GB)
16344395,PNY XLR8 DDR5-6200 CL42 MAKO (16GB)
16379045,삼성전자 DDR4-3200 중고 (32GB)
16388927,삼성전자 DDR5-4800 (8GB)
16390247,삼성전자 DDR5-4800 병행수입 (8GB)
16390262,삼성전자 DDR5-4800 병행수입 (16GB)
16390268,삼성전자 DDR5-4800 병행수입 (32GB)
16443341,TeamGroup T-Force DDR5-6000 CL38 Delta RGB 화이트 패키지 서린 (32GB(16Gx2))
16443404,TeamGroup T-Force DDR5-6400 CL40 Delta RGB 화이트 패키지 서린 (32GB(16Gx2))
16493414,삼성전자 DDR4-2666 중고 (32GB)
16507634,SK하이닉스 DDR5-4800 (16GB)
16507664,SK하이닉스 DDR5-4800 (8GB)
16524044,삼성전자 노트북 DDR4-3200 중고 (8GB)
16524281,마이크론 Crucial 노트북 DDR4-3200 CL22 중고 (4GB)
16633067,삼성전자 노트북 DDR5-4800 중고 (8GB)
16664129,V-Color BLACK DDR4-3200 벌크 (8GB)
16686116,삼성전자 노트북 DDR5-4800 병행수입 (8GB)
16761047,킹스톤 FURY DDR5-5200 CL40 Beast (16GB)
1676904,CYNEX DDR3-1600 멜론 (4GB)
1676907,CYNEX DDR3-1600 엠트란 매직 (4GB)
1678154,SK하이닉스 노트북 DDR3-1066 (4GB)
